2011 super output area - lower layer,mnemonic,All categories: Method of travel to work,Bicycle,On foot,per_Bicycle,per_Walk
Southwark 012A,E01003960,1485,86,147,0.080979284,0.138418079
Southwark 012B,E01003961,1534,44,98,0.041431262,0.092278719
Southwark 012E,E01003994,1215,71,88,0.066854991,0.082862524
Southwark 012F,E01032722,1737,78,156,0.073446328,0.146892655
Southwark 013A,E01003980,1608,61,167,0.057438795,0.157250471
Southwark 013B,E01004039,1257,70,72,0.065913371,0.06779661
Southwark 013C,E01004040,1262,33,53,0.031073446,0.049905838
Southwark 013D,E01004041,1248,45,67,0.042372881,0.063088512
Southwark 013E,E01004044,1016,30,75,0.028248588,0.070621469
Southwark 014A,E01003992,1069,52,68,0.048964218,0.064030132
Southwark 014B,E01003995,1075,67,111,0.063088512,0.104519774
Southwark 014D,E01003998,1114,100,101,0.094161959,0.095103578
Southwark 014E,E01003999,1118,61,76,0.057438795,0.071563089
Southwark 014F,E01032639,1434,81,126,0.076271186,0.118644068
Southwark 014G,E01032719,981,50,63,0.047080979,0.059322034
Southwark 015A,E01003964,1522,87,94,0.081920904,0.088512241
Southwark 015B,E01003966,1499,42,90,0.039548023,0.084745763
Southwark 015C,E01003968,1027,17,51,0.016007533,0.048022599
Southwark 015D,E01003971,1193,25,54,0.02354049,0.050847458
Southwark 015E,E01003974,922,30,39,0.028248588,0.036723164
Southwark 016A,E01003963,1220,41,94,0.038606403,0.088512241
Southwark 016B,E01003967,1250,50,55,0.047080979,0.051789077
Southwark 016C,E01003970,1078,35,74,0.032956685,0.069679849
Southwark 016D,E01003972,1251,65,107,0.061205273,0.100753296
Southwark 016E,E01003973,1221,63,88,0.059322034,0.082862524
Southwark 017A,E01003923,1402,115,90,0.108286252,0.084745763
Southwark 017B,E01003969,1516,107,98,0.100753296,0.092278719
Southwark 017C,E01003991,925,28,59,0.026365348,0.055555556
Southwark 017D,E01003993,1230,29,66,0.027306968,0.062146893
Southwark 017E,E01003997,963,73,85,0.06873823,0.080037665
Southwark 018A,E01003983,1398,33,82,0.031073446,0.077212806
Southwark 018B,E01003988,1628,52,66,0.048964218,0.062146893
Southwark 018C,E01003989,1364,36,63,0.033898305,0.059322034
Southwark 018D,E01003990,1527,40,79,0.037664783,0.074387947
Southwark 018E,E01004007,882,17,56,0.016007533,0.052730697
Southwark 019A,E01003912,1095,16,62,0.015065913,0.058380414
Southwark 019B,E01004011,1474,36,75,0.033898305,0.070621469
Southwark 019C,E01004012,1837,71,86,0.066854991,0.080979284
Southwark 019D,E01004013,1218,20,56,0.018832392,0.052730697
Southwark 019E,E01004014,1283,35,46,0.032956685,0.043314501
Southwark 020A,E01003911,1451,89,109,0.083804143,0.102636535
Southwark 020B,E01003916,1762,134,93,0.126177024,0.087570621
Southwark 020C,E01003917,1413,105,81,0.098870056,0.076271186
Southwark 020D,E01003918,1173,36,64,0.033898305,0.060263653
Southwark 020E,E01003925,953,46,58,0.043314501,0.054613936
Southwark 021A,E01003919,1426,92,94,0.086629002,0.088512241
Southwark 021B,E01003920,1318,39,100,0.036723164,0.094161959
Southwark 021C,E01003921,1164,52,80,0.048964218,0.075329567
Southwark 021D,E01003922,1453,49,110,0.04613936,0.103578154
Southwark 021E,E01003924,1433,41,54,0.038606403,0.050847458
Southwark 021F,E01003926,1051,56,64,0.052730697,0.060263653
Southwark 022B,E01004008,1598,40,82,0.037664783,0.077212806
Southwark 022D,E01004010,1139,40,56,0.037664783,0.052730697
Southwark 022E,E01004067,1641,46,87,0.043314501,0.081920904
Southwark 022F,E01032805,1880,58,111,0.054613936,0.104519774
Southwark 023A,E01003984,1604,62,57,0.058380414,0.053672316
Southwark 023B,E01004003,1312,27,49,0.025423729,0.04613936
Southwark 023C,E01004004,1967,106,106,0.099811676,0.099811676
Southwark 023D,E01004005,1578,38,62,0.035781544,0.058380414
Southwark 023E,E01004006,1563,87,64,0.081920904,0.060263653
Southwark 024A,E01003913,1494,104,148,0.097928437,0.139359699
Southwark 024B,E01003914,1464,139,83,0.130885122,0.078154426
Southwark 024C,E01003915,1511,87,81,0.081920904,0.076271186
Southwark 024D,E01004050,1224,132,72,0.124293785,0.06779661
Southwark 024E,E01004052,1411,115,70,0.108286252,0.065913371
Southwark 025A,E01004061,1428,138,62,0.129943503,0.058380414
Southwark 025B,E01004062,1454,80,68,0.075329567,0.064030132
Southwark 025C,E01004063,1570,131,88,0.123352166,0.082862524
Southwark 025D,E01004065,1198,125,65,0.117702448,0.061205273
Southwark 025E,E01004066,1616,112,59,0.105461394,0.055555556
Southwark 026A,E01004000,1469,74,70,0.069679849,0.065913371
Southwark 026B,E01004001,1239,49,58,0.04613936,0.054613936
Southwark 026C,E01004019,1752,92,74,0.086629002,0.069679849
Southwark 026D,E01004064,1436,78,85,0.073446328,0.080037665
Southwark 026E,E01004068,1452,57,64,0.053672316,0.060263653
Southwark 027A,E01004045,1078,26,58,0.024482109,0.054613936
Southwark 027B,E01004047,1128,27,75,0.025423729,0.070621469
Southwark 027C,E01004048,1214,65,116,0.061205273,0.109227872
Southwark 027D,E01004049,1293,33,92,0.031073446,0.086629002
Southwark 027E,E01004051,1095,104,68,0.097928437,0.064030132
Southwark 028A,E01003953,1734,114,117,0.107344633,0.110169492
Southwark 028B,E01003955,1454,111,78,0.104519774,0.073446328
Southwark 028C,E01004015,1180,83,57,0.078154426,0.053672316
Southwark 028D,E01004021,1767,124,95,0.116760829,0.089453861
Southwark 028E,E01004046,1280,82,66,0.077212806,0.062146893
Southwark 029A,E01004002,1252,91,40,0.085687382,0.037664783
Southwark 029B,E01004016,1711,129,55,0.121468927,0.051789077
Southwark 029C,E01004017,1175,84,37,0.079096045,0.034839925
Southwark 029D,E01004020,1227,49,48,0.04613936,0.04519774
Southwark 030A,E01003952,1295,79,67,0.074387947,0.063088512
Southwark 030B,E01003954,1230,74,61,0.069679849,0.057438795
Southwark 030C,E01003956,1318,87,58,0.081920904,0.054613936
Southwark 030D,E01004071,1198,86,73,0.080979284,0.06873823
Southwark 030E,E01004072,1277,108,87,0.101694915,0.081920904
Southwark 031A,E01004069,989,53,57,0.049905838,0.053672316
Southwark 031B,E01004070,1438,90,75,0.084745763,0.070621469
Southwark 031C,E01004073,1384,143,64,0.134651601,0.060263653
Southwark 031D,E01004074,1291,93,49,0.087570621,0.04613936
Southwark 031E,E01004075,1239,85,68,0.080037665,0.064030132
Southwark 032A,E01003949,1473,91,49,0.085687382,0.04613936
Southwark 032B,E01003950,1421,48,66,0.04519774,0.062146893
Southwark 032C,E01003957,1346,104,63,0.097928437,0.059322034
Southwark 032D,E01003958,1266,79,54,0.074387947,0.050847458
Southwark 032E,E01004018,1459,115,66,0.108286252,0.062146893
Southwark 033A,E01003945,1247,53,37,0.049905838,0.034839925
Southwark 033B,E01003946,1230,30,43,0.028248588,0.040489642
Southwark 033C,E01003947,1027,13,56,0.012241055,0.052730697
Southwark 033D,E01003948,1219,40,27,0.037664783,0.025423729
Southwark 033E,E01003951,1118,43,50,0.040489642,0.047080979
Southwark 034A,E01003930,1308,47,163,0.044256121,0.153483992
Southwark 034B,E01003932,1309,51,126,0.048022599,0.118644068
Southwark 034C,E01003933,1515,63,183,0.059322034,0.172316384
Southwark 034D,E01032583,1359,73,254,0.06873823,0.239171375
Southwark 034E,E01032584,1045,46,164,0.043314501,0.154425612
Tower Hamlets 001A,E01004222,1797,89,103,0.083804143,0.096986817
Tower Hamlets 001B,E01004223,1537,102,121,0.096045198,0.11393597
Tower Hamlets 001C,E01004224,1545,107,93,0.100753296,0.087570621
Tower Hamlets 001D,E01004226,1264,78,78,0.073446328,0.073446328
Tower Hamlets 002A,E01004197,1853,119,177,0.112052731,0.166666667
Tower Hamlets 002B,E01004198,1159,50,70,0.047080979,0.065913371
Tower Hamlets 002C,E01004199,1107,45,79,0.042372881,0.074387947
Tower Hamlets 002D,E01004201,1184,96,108,0.09039548,0.101694915
Tower Hamlets 003A,E01004228,1493,133,84,0.125235405,0.079096045
Tower Hamlets 003B,E01004230,1600,108,92,0.101694915,0.086629002
Tower Hamlets 003C,E01004232,1419,94,76,0.088512241,0.071563089
Tower Hamlets 003D,E01004233,1299,83,61,0.078154426,0.057438795
Tower Hamlets 003E,E01004234,1780,221,125,0.208097928,0.117702448
Tower Hamlets 004A,E01004225,1936,142,71,0.133709981,0.066854991
Tower Hamlets 004C,E01004229,1151,31,67,0.029190207,0.063088512
Tower Hamlets 004D,E01004231,1249,28,67,0.026365348,0.063088512
Tower Hamlets 004E,E01032764,1112,90,52,0.084745763,0.048964218
Tower Hamlets 004F,E01032765,1207,56,52,0.052730697,0.048964218
Tower Hamlets 004G,E01032784,1241,57,51,0.053672316,0.048022599
Tower Hamlets 005A,E01004200,1380,152,152,0.143126177,0.143126177
Tower Hamlets 005B,E01004202,1406,186,158,0.175141243,0.148775895
Tower Hamlets 005C,E01004203,1424,121,162,0.11393597,0.152542373
Tower Hamlets 005D,E01004204,1145,70,116,0.065913371,0.109227872
Tower Hamlets 006A,E01004311,1138,65,174,0.061205273,0.163841808
Tower Hamlets 006B,E01004314,883,149,145,0.140301318,0.13653484
Tower Hamlets 006C,E01004315,1367,103,245,0.096986817,0.230696798
Tower Hamlets 006D,E01004318,1096,61,160,0.057438795,0.150659134
Tower Hamlets 007A,E01004259,1424,122,138,0.114877589,0.129943503
Tower Hamlets 007B,E01004260,1282,56,94,0.052730697,0.088512241
Tower Hamlets 007C,E01004263,1004,38,68,0.035781544,0.064030132
Tower Hamlets 007D,E01004266,1193,81,103,0.076271186,0.096986817
Tower Hamlets 008A,E01004235,935,20,51,0.018832392,0.048022599
Tower Hamlets 008B,E01004236,1147,19,62,0.017890772,0.058380414
Tower Hamlets 008C,E01004237,856,31,38,0.029190207,0.035781544
Tower Hamlets 008D,E01004238,2007,48,83,0.04519774,0.078154426
Tower Hamlets 008E,E01004239,1152,26,58,0.024482109,0.054613936
Tower Hamlets 009A,E01004312,1199,53,144,0.049905838,0.13559322
Tower Hamlets 009B,E01004313,1504,100,222,0.094161959,0.209039548
Tower Hamlets 009C,E01004316,919,70,160,0.065913371,0.150659134
Tower Hamlets 009D,E01004317,2338,213,495,0.200564972,0.466101695
Tower Hamlets 010A,E01004261,2142,30,107,0.028248588,0.100753296
Tower Hamlets 010B,E01004262,1451,26,107,0.024482109,0.100753296
Tower Hamlets 010C,E01004264,1069,21,59,0.019774011,0.055555556
Tower Hamlets 010E,E01032785,1108,120,97,0.11299435,0.0913371
Tower Hamlets 010F,E01032786,1118,67,105,0.063088512,0.098870056
Tower Hamlets 011A,E01004207,1100,28,84,0.026365348,0.079096045
Tower Hamlets 011B,E01004209,951,18,70,0.016949153,0.065913371
Tower Hamlets 011D,E01004212,1451,71,110,0.066854991,0.103578154
Tower Hamlets 011F,E01032787,1842,65,147,0.061205273,0.138418079
Tower Hamlets 012A,E01004240,1226,42,49,0.039548023,0.04613936
Tower Hamlets 012B,E01004241,1124,19,62,0.017890772,0.058380414
Tower Hamlets 012C,E01004242,1770,58,73,0.054613936,0.06873823
Tower Hamlets 012D,E01004267,1431,48,72,0.04519774,0.06779661
Tower Hamlets 012E,E01004268,1290,41,67,0.038606403,0.063088512
Tower Hamlets 013A,E01004205,1541,53,149,0.049905838,0.140301318
Tower Hamlets 013B,E01004206,1131,28,92,0.026365348,0.086629002
Tower Hamlets 013C,E01004208,1721,89,191,0.083804143,0.179849341
Tower Hamlets 013D,E01004211,1307,115,155,0.108286252,0.145951036
Tower Hamlets 014A,E01004269,1472,27,60,0.025423729,0.056497175
Tower Hamlets 014B,E01004270,1856,112,101,0.105461394,0.095103578
Tower Hamlets 014C,E01004271,1056,38,54,0.035781544,0.050847458
Tower Hamlets 014D,E01004272,1402,19,76,0.017890772,0.071563089
Tower Hamlets 014E,E01004273,1319,28,64,0.026365348,0.060263653
Tower Hamlets 015A,E01004306,1486,93,286,0.087570621,0.269303202
Tower Hamlets 015B,E01004307,2031,96,557,0.09039548,0.524482109
Tower Hamlets 015C,E01004308,1161,65,215,0.061205273,0.202448211
Tower Hamlets 015D,E01004309,2320,77,318,0.072504708,0.299435028
Tower Hamlets 015E,E01004310,1647,49,328,0.04613936,0.308851224
Tower Hamlets 016A,E01004283,1695,68,137,0.064030132,0.129001883
Tower Hamlets 016B,E01004287,1544,58,159,0.054613936,0.149717514
Tower Hamlets 016C,E01004289,1386,47,122,0.044256121,0.114877589
Tower Hamlets 016D,E01004290,1034,48,97,0.04519774,0.0913371
Tower Hamlets 017A,E01004322,997,35,123,0.032956685,0.115819209
Tower Hamlets 017B,E01004323,1143,60,144,0.056497175,0.13559322
Tower Hamlets 017C,E01004324,1137,36,124,0.033898305,0.116760829
Tower Hamlets 017D,E01004326,1124,73,130,0.06873823,0.122410546
Tower Hamlets 018A,E01004245,988,15,48,0.014124294,0.04519774
Tower Hamlets 018B,E01004246,1476,37,108,0.034839925,0.101694915
Tower Hamlets 018C,E01004248,839,12,46,0.011299435,0.043314501
Tower Hamlets 018D,E01004249,1429,27,76,0.025423729,0.071563089
Tower Hamlets 019A,E01004284,1699,76,144,0.071563089,0.13559322
Tower Hamlets 019B,E01004285,1545,39,101,0.036723164,0.095103578
Tower Hamlets 019C,E01004286,1670,56,103,0.052730697,0.096986817
Tower Hamlets 019D,E01004288,1071,26,76,0.024482109,0.071563089
Tower Hamlets 020A,E01004243,1212,25,66,0.02354049,0.062146893
Tower Hamlets 020B,E01004244,1264,18,75,0.016949153,0.070621469
Tower Hamlets 020C,E01004247,1383,7,106,0.006591337,0.099811676
Tower Hamlets 020D,E01004250,1588,23,119,0.02165725,0.112052731
Tower Hamlets 021A,E01004319,1411,44,185,0.041431262,0.174199623
Tower Hamlets 021C,E01004321,1445,65,226,0.061205273,0.212806026
Tower Hamlets 021D,E01004325,2149,101,554,0.095103578,0.52165725
Tower Hamlets 021E,E01032766,1131,51,266,0.048022599,0.25047081
Tower Hamlets 021F,E01032767,1509,69,480,0.064971751,0.451977401
Tower Hamlets 022A,E01004298,1245,42,139,0.039548023,0.130885122
Tower Hamlets 022B,E01004300,966,27,98,0.025423729,0.092278719
Tower Hamlets 022C,E01004304,1418,44,148,0.041431262,0.139359699
Tower Hamlets 022D,E01004305,1379,34,103,0.032015066,0.096986817
Tower Hamlets 023A,E01004251,1471,42,86,0.039548023,0.080979284
Tower Hamlets 023B,E01004254,1883,87,284,0.081920904,0.267419962
Tower Hamlets 023C,E01004255,1224,26,121,0.024482109,0.11393597
Tower Hamlets 023D,E01004258,1231,57,216,0.053672316,0.203389831
Tower Hamlets 024A,E01004252,2025,57,222,0.053672316,0.209039548
Tower Hamlets 024B,E01004253,1623,37,115,0.034839925,0.108286252
Tower Hamlets 024C,E01004256,1224,16,107,0.015065913,0.100753296
Tower Hamlets 024D,E01004257,1258,13,96,0.012241055,0.09039548
Tower Hamlets 025B,E01004301,932,25,105,0.02354049,0.098870056
Tower Hamlets 025C,E01004302,1364,32,137,0.030131827,0.129001883
Tower Hamlets 025D,E01004303,1779,69,204,0.064971751,0.192090395
Tower Hamlets 025E,E01032768,1172,44,155,0.041431262,0.145951036
Tower Hamlets 025F,E01032769,1042,37,130,0.034839925,0.122410546
Tower Hamlets 026A,E01004292,1546,121,429,0.11393597,0.403954802
Tower Hamlets 026B,E01004294,1525,73,409,0.06873823,0.385122411
Tower Hamlets 026C,E01004295,1030,32,132,0.030131827,0.124293785
Tower Hamlets 026D,E01004296,1251,45,209,0.042372881,0.196798493
Tower Hamlets 027A,E01004291,1601,88,307,0.082862524,0.289077213
Tower Hamlets 027B,E01004293,1864,90,541,0.084745763,0.509416196
Tower Hamlets 027C,E01004297,1577,84,258,0.079096045,0.242937853
Tower Hamlets 028A,E01004215,2125,35,271,0.032956685,0.255178908
Tower Hamlets 028B,E01004219,1722,27,139,0.025423729,0.130885122
Tower Hamlets 028D,E01004221,1537,35,212,0.032956685,0.199623352
Tower Hamlets 028E,E01032776,973,13,191,0.012241055,0.179849341
Tower Hamlets 028F,E01032777,941,10,83,0.009416196,0.078154426
Tower Hamlets 028G,E01032778,965,19,110,0.017890772,0.103578154
Tower Hamlets 028H,E01032779,892,17,168,0.016007533,0.15819209
Tower Hamlets 028I,E01032780,1209,25,277,0.02354049,0.260828625
Tower Hamlets 030A,E01004214,1163,21,64,0.019774011,0.060263653
Tower Hamlets 030B,E01004216,1309,35,142,0.032956685,0.133709981
Tower Hamlets 030C,E01004217,1347,34,97,0.032015066,0.0913371
Tower Hamlets 030D,E01004218,1424,56,73,0.052730697,0.06873823
Tower Hamlets 031A,E01004274,1497,34,86,0.032015066,0.080979284
Tower Hamlets 031B,E01004275,1474,46,90,0.043314501,0.084745763
Tower Hamlets 031C,E01004276,1841,58,86,0.054613936,0.080979284
Tower Hamlets 031D,E01004281,1524,42,132,0.039548023,0.124293785
Tower Hamlets 031F,E01032775,981,28,101,0.026365348,0.095103578
Tower Hamlets 031G,E01032783,1187,35,108,0.032956685,0.101694915
Tower Hamlets 032A,E01004280,1435,25,198,0.02354049,0.186440678
Tower Hamlets 032B,E01032770,1004,17,208,0.016007533,0.195856874
Tower Hamlets 032C,E01032772,943,14,151,0.013182674,0.142184557
Tower Hamlets 032D,E01032773,1291,15,246,0.014124294,0.231638418
Tower Hamlets 032E,E01032774,999,14,171,0.013182674,0.161016949
Tower Hamlets 033A,E01004277,1474,15,392,0.014124294,0.369114878
Tower Hamlets 033B,E01032771,914,3,189,0.002824859,0.177966102
Tower Hamlets 033C,E01032781,1362,31,306,0.029190207,0.288135593
Tower Hamlets 033D,E01032782,1265,14,231,0.013182674,0.217514124
Wandsworth 001A,E01004560,1661,153,144,0.144067797,0.13559322
Wandsworth 001B,E01004566,1299,119,104,0.112052731,0.097928437
Wandsworth 001C,E01004582,1741,123,206,0.115819209,0.193973635
Wandsworth 001D,E01004583,1393,94,129,0.088512241,0.121468927
Wandsworth 002B,E01004562,1395,55,102,0.051789077,0.096045198
Wandsworth 002C,E01004563,1551,86,91,0.080979284,0.085687382
Wandsworth 002D,E01004564,1546,120,91,0.11299435,0.085687382
Wandsworth 002E,E01004567,1745,65,123,0.061205273,0.115819209
Wandsworth 002F,E01033098,926,34,83,0.032015066,0.078154426
Wandsworth 002G,E01033100,1050,47,71,0.044256121,0.066854991
Wandsworth 002H,E01033132,904,46,62,0.043314501,0.058380414
Wandsworth 003A,E01004539,1470,69,78,0.064971751,0.073446328
Wandsworth 003B,E01004540,1657,118,129,0.111111111,0.121468927
Wandsworth 003C,E01004577,1559,142,136,0.133709981,0.128060264
Wandsworth 003D,E01004584,1237,49,103,0.04613936,0.096986817
Wandsworth 004B,E01004579,1279,113,82,0.106403013,0.077212806
Wandsworth 004C,E01004580,1701,131,144,0.123352166,0.13559322
Wandsworth 004D,E01004581,1551,102,150,0.096045198,0.141242938
Wandsworth 004E,E01033099,863,59,55,0.055555556,0.051789077
Wandsworth 004F,E01033101,1106,71,44,0.066854991,0.041431262
Wandsworth 004G,E01033133,1043,70,53,0.065913371,0.049905838
Wandsworth 005A,E01004565,1431,123,89,0.115819209,0.083804143
Wandsworth 005B,E01004590,1379,77,93,0.072504708,0.087570621
Wandsworth 005C,E01004591,1503,109,83,0.102636535,0.078154426
Wandsworth 005D,E01004592,1308,103,89,0.096986817,0.083804143
Wandsworth 006A,E01004604,1200,106,59,0.099811676,0.055555556
Wandsworth 006B,E01004605,1339,89,92,0.083804143,0.086629002
Wandsworth 006C,E01004606,1398,120,87,0.11299435,0.081920904
Wandsworth 006D,E01004607,1330,96,85,0.09039548,0.080037665
Wandsworth 006E,E01004608,1391,79,86,0.074387947,0.080979284
Wandsworth 007A,E01004535,1230,23,78,0.02165725,0.073446328
Wandsworth 007B,E01004537,1441,56,102,0.052730697,0.096045198
Wandsworth 007C,E01004538,1546,64,107,0.060263653,0.100753296
Wandsworth 007D,E01004541,1267,28,68,0.026365348,0.064030132
Wandsworth 008A,E01004534,1578,127,107,0.119585687,0.100753296
Wandsworth 008B,E01004536,1688,72,101,0.06779661,0.095103578
Wandsworth 008C,E01004552,1799,102,75,0.096045198,0.070621469
Wandsworth 008D,E01004585,1595,111,104,0.104519774,0.097928437
Wandsworth 008E,E01004588,1657,115,60,0.108286252,0.056497175
Wandsworth 009A,E01004554,1240,96,43,0.09039548,0.040489642
Wandsworth 009B,E01004556,1148,83,62,0.078154426,0.058380414
Wandsworth 009C,E01004586,1597,100,60,0.094161959,0.056497175
Wandsworth 009D,E01004587,1439,139,53,0.130885122,0.049905838
Wandsworth 009E,E01004589,1403,117,69,0.110169492,0.064971751
Wandsworth 010A,E01004509,1974,129,113,0.121468927,0.106403013
Wandsworth 010B,E01004511,1443,105,78,0.098870056,0.073446328
Wandsworth 010C,E01004602,1376,101,71,0.095103578,0.066854991
Wandsworth 010E,E01004609,1854,96,126,0.09039548,0.118644068
Wandsworth 010F,E01033093,1307,82,66,0.077212806,0.062146893
Wandsworth 010G,E01033135,874,65,45,0.061205273,0.042372881
Wandsworth 011A,E01004506,1605,79,69,0.074387947,0.064971751
Wandsworth 011B,E01004638,1046,65,38,0.061205273,0.035781544
Wandsworth 011C,E01004639,1384,80,68,0.075329567,0.064030132
Wandsworth 011D,E01004640,1415,90,67,0.084745763,0.063088512
Wandsworth 011E,E01004641,1443,64,63,0.060263653,0.059322034
Wandsworth 012A,E01004508,1754,91,82,0.085687382,0.077212806
Wandsworth 012B,E01004510,1686,93,96,0.087570621,0.09039548
Wandsworth 012C,E01004514,1435,104,87,0.097928437,0.081920904
Wandsworth 012D,E01004515,1438,94,73,0.088512241,0.06873823
Wandsworth 012E,E01004551,1552,80,59,0.075329567,0.055555556
Wandsworth 013A,E01004568,1343,21,83,0.019774011,0.078154426
